ZCTA	ghi
68502	4.368
68503	4.368
68504	4.3440003
68505	4.368
68506	4.3919997
68507	4.368
68508	4.368
68510	4.3919997
68512	4.3919997
68514	4.3440003
68516	4.3919997
50433	4.08
50434	4.0559998
50435	4.032
50436	4.0559998
50438	4.08
50439	4.08
50440	4.032
50441	4.08
50444	4.0559998
50446	4.0559998
50447	4.08
50448	4.032
50449	4.08
50450	4.032
50451	4.0559998
50452	4.08
50453	4.0559998
50454	4.008
50455	4.008
50456	4.0559998
47966	4.152
47967	4.176
47968	4.2
47969	4.2
47970	4.176
47971	4.152
47974	4.176
47975	4.152
47977	4.152
47978	4.128
47980	4.152
47981	4.176
47982	4.2
47983	4.176
47987	4.2
47989	4.224
47990	4.176
47991	4.176
47992	4.152
47993	4.176
47994	4.2
02357	4.032
02359	4.032
02360	4.0559998
02364	4.0559998
02366	4.0559998
02367	4.032
02368	4.0559998
02370	4.032
02375	4.032
33569	5.208
33570	5.256
33572	5.304
37334	4.512
37335	4.56
98136	3.4799998
83333	4.6080003
83334	4.56
98144	3.336
98146	3.4799998
83335	4.6559997
98148	3.4320002
98154	3.4320002
98155	3.4320002
98158	3.4559999
98164	3.4320002
83336	4.632
83337	4.6080003
76424	5.16
76426	4.992
76427	5.064
76429	5.088
76430	5.184
76431	4.9440002
76432	5.208
76433	5.04
76435	5.16
76436	5.088
76437	5.208
76442	5.184
76443	5.2320004
76444	5.184
76445	5.16
76446	5.16
76448	5.136
76449	5.04
76450	5.112
76452	5.184
76453	5.064
76454	5.184
76455	5.16
76457	5.064
76458	5.04
76459	5.088
76460	5.112
76462	5.064
76463	5.112
76464	5.184
76466	5.16
76469	5.2320004
76470	5.088
76471	5.184
76472	5.064
76474	5.184
76475	5.088
76476	5.04
76481	5.112
76483	5.208
76484	5.064
24815	4.248
24816	4.224
24817	4.2720003
24818	4.2
24822	4.176
24823	4.176
24826	4.224
24827	4.2
24828	4.224
24830	4.224
24831	4.248
24834	4.2
24836	4.224
24839	4.224
24843	4.248
24844	4.224
24845	4.224
24846	4.2
65468	4.488
65470	4.4639997
65473	4.4639997
65479	4.44
65483	4.488
65484	4.488
65486	4.44
65501	4.4639997
65529	4.416
65534	4.44
65535	4.416
38401	4.488
38425	4.5360003
38449	4.56
38450	4.56
38451	4.5360003
38452	4.584
38453	4.5360003
38454	4.488
38455	4.56
38456	4.56
38457	4.584
38459	4.5360003
38460	4.56
38461	4.488
38462	4.512
38463	4.56
38464	4.56
38468	4.584
38469	4.6080003
38471	4.584
38472	4.56
38473	4.56
28692	4.416
28693	4.3919997
28694	4.416
28697	4.5360003
28698	4.368
28701	4.584
28702	4.488
28704	4.6080003
28705	4.44
28707	4.4639997
28708	4.44
28709	4.416
28711	4.56
28712	4.584
28713	4.5360003
28714	4.4639997
28715	4.5360003
28716	4.584
28717	4.56
28718	4.6080003
28719	4.5360003
28720	4.6080003
28721	4.512
28722	4.6559997
28723	4.6080003
28725	4.56
28726	4.632
28729	4.584
28730	4.56
28731	4.632
28732	4.6080003
28733	4.3919997
28734	4.584
28735	4.6080003
28736	4.632
28739	4.6080003
28740	4.368
28741	4.5360003
28742	4.5360003
28743	4.44
28745	4.5360003
83274	4.44
98059	3.264
98065	3.072
83276	4.248
83277	4.488
98068	3.5279999
98070	3.4559999
83278	4.512
83281	4.44
98072	3.144
83283	4.488
83285	4.3440003
98074	3.192
83286	4.512
98075	3.192
83287	4.488
98077	3.144
98087	3.264
98092	3.24
98101	3.4320002
35082	4.776
35083	4.6559997
60060	4.0559998
35085	4.8
35087	4.6559997
60061	4.032
35089	4.752
35091	4.6559997
60062	4.08
35094	4.704
60064	4.08
35096	4.7279997
35097	4.68
35098	4.68
60067	4.08
35216	4.68
48197	3.9840002
38922	4.7279997
38923	4.752
38924	4.8
32223	4.92
32224	4.968
32225	4.992
34736	5.136
34737	5.16
34739	5.208
34741	5.112
34743	5.2320004
34744	5.2320004
34746	5.16
34747	5.04
34748	5.112
34753	5.136
34756	5.208
34758	5.136
34759	5.136
34760	5.16
34761	5.16
34762	5.112
73573	5.016
72137	4.6080003
92252	6.0
72456	4.56
72457	4.632
72458	4.632
72459	4.56
72460	4.56
72461	4.632
72462	4.56
72464	4.6080003
72466	4.584
72467	4.6080003
72469	4.632
06108	4.008
06109	4.032
06110	4.0559998
06111	4.0559998
41180	4.224
41183	4.176
41189	4.2
41201	4.2
41203	4.176
41204	4.2
41214	4.2
41216	4.2
41219	4.2
41222	4.2
41224	4.176
41226	4.2
41230	4.2
41231	4.152
41232	4.176
41234	4.176
41238	4.2
41240	4.176
41250	4.176
41254	4.2
41255	4.176
41256	4.2
41257	4.2
41260	4.176
41262	4.2
41263	4.176
41264	4.176
41265	4.2
41267	4.152
40057	4.248
40058	4.2720003
38619	4.6559997
01001	4.008
01002	4.008
01003	3.9840002
01005	4.032
01007	4.008
01008	4.032
01009	4.008
01010	4.0559998
12486	4.008
11220	4.152
11221	4.152
11222	4.128
11223	4.08
11224	4.08
28790	4.6559997
28791	4.6559997
28792	4.6559997
28801	4.6080003
28803	4.584
28804	4.632
28805	4.584
28806	4.584
28901	4.4639997
28902	4.56
28904	4.4639997
28905	4.512
28906	4.56
28909	4.584
45241	4.128
45242	4.152
45243	4.152
45244	4.152
45245	4.176
45246	4.152
45247	4.176
45248	4.2
17056	4.032
17057	4.008
17058	4.008
17059	3.9840002
17060	3.96
17061	4.032
17062	4.032
17063	3.912
17064	4.128
17065	4.104
17066	3.9840002
17067	4.104
17068	4.032
17069	4.0559998
17070	4.08
17071	4.008
17072	4.08
17073	4.128
17074	4.008
98166	3.4320002
98168	3.4559999
98174	3.4320002
98177	3.4080002
98178	3.384
98188	3.3600001
98195	3.336
83338	4.68
98198	3.4799998
98199	3.384
83340	4.488
83341	4.584
98201	3.264
98203	3.312
98204	3.312
83342	4.5360003
98205	3.192
98207	3.264
83344	4.6080003
83346	4.6080003
98208	3.2159998
98220	3.1200001
98221	3.4559999
98222	3.4080002
83347	4.68
83348	4.6559997
76486	5.088
76487	5.088
76490	5.088
76491	5.184
76501	5.016
76502	5.016
76504	5.016
76508	5.016
76511	5.064
76513	5.016
76518	5.016
76519	4.992
76520	4.992
76522	5.064
76523	5.016
76524	5.016
76525	5.088
76527	5.064
76528	5.016
76530	5.016
76531	5.112
76534	5.04
76537	5.064
76538	5.064
76539	5.088
78372	5.136
24847	4.224
24848	4.248
24849	4.2
24850	4.248
24851	4.2
24853	4.224
24854	4.152
24857	4.176
24860	4.176
24861	4.248
24862	4.2
24866	4.248
24867	4.224
24868	4.224
24869	4.224
24870	4.152
24871	4.248
24872	4.2
24873	4.248
24874	4.224
24878	4.224
24879	4.2720003
24880	4.2
24881	4.224
24882	4.2
24884	4.224
24887	4.248
24888	4.224
24892	4.248
24894	4.248
24898	4.2
24901	4.2720003
24910	4.224
24915	4.152
24916	4.248
24918	4.2720003
24920	4.128
24924	4.032
24925	4.2720003
24927	4.152
24931	4.248
24934	4.2
38474	4.512
38475	4.5360003
38476	4.488
38477	4.56
38478	4.512
38481	4.584
38482	4.512
38483	4.5360003
38485	4.512
38486	4.6080003
38487	4.488
38488	4.584
38501	4.416
38504	4.3440003
38505	4.416
38506	4.3919997
38541	4.44
38542	4.3919997
38543	4.3919997
38544	4.44
38545	4.3919997
38547	4.3919997
38548	4.3919997
38549	4.3919997
38551	4.368
38552	4.3919997
38553	4.416
38554	4.368
38555	4.44
38556	4.3440003
38558	4.3919997
38559	4.416
38560	4.368
38562	4.416
38563	4.3919997
38564	4.3919997
38565	4.3919997
74848	4.752
74849	4.8
74850	4.68
74851	4.824
74852	4.8
74854	4.776
74855	4.776
74856	4.824
74857	4.824
74859	4.752
74860	4.752
74864	4.776
74865	4.848
74867	4.752
74868	4.776
74869	4.776
74871	4.776
74872	4.848
74873	4.824
98102	3.4320002
98103	3.384
83301	4.632
98104	3.4320002
83302	4.5360003
83311	4.4639997
83312	4.6080003
98105	3.336
83313	4.584
98106	3.4799998
98107	3.4320002
83314	4.7279997
98108	3.4559999
83316	4.6559997
98109	3.4320002
23510	4.5360003
34104	5.304
54433	3.888
34105	5.376
23511	4.512
54435	3.8639998
34108	5.376
54436	3.912
34109	5.328
54437	3.912
23513	4.56
34769	5.064
34771	5.136
34772	5.16
34773	5.112
34785	5.16
34786	5.088
34787	5.112
34788	5.064
34797	5.136
34945	5.112
63826	4.6080003
58380	3.7919998
63827	4.584
63828	4.5360003
58381	3.7919998
63829	4.6080003
58382	3.7440002
63830	4.584
63833	4.56
58384	3.768
58385	3.7440002
58386	3.768
63834	4.512
63837	4.584
92253	5.856
92254	5.6400003
86035	5.6400003
92256	6.0
86036	5.448
86038	5.472
92257	6.024
92258	5.8799996
92259	6.0
86039	5.616
92260	5.784
92262	5.7359996
92264	5.952
92266	5.928
92267	5.7599998
86040	5.592
92268	6.024
86042	5.592
86043	5.6400003
92270	5.8799996
92273	5.856
92274	5.856
92275	5.7599998
92276	5.952
86045	5.6400003
92277	5.928
92278	5.976
92280	5.904
92281	5.8799996
92282	5.952
86046	5.448
92283	5.976
92284	6.024
99591	2.2319999
99602	2.3040001
99603	2.688
99604	1.968
99605	2.184
99606	2.4
99607	2.3040001
68517	4.368
37130	4.416
49534	3.912
37132	4.4639997
59718	3.936
22015	4.296
49544	3.912
59720	4.2720003
37134	4.512
22025	4.296
37135	4.4639997
49546	3.912
43130	4.104
22026	4.32
22027	4.2720003
59721	4.128
37137	4.4639997
43135	4.08
43136	4.104
49548	3.936
43137	4.104
37138	4.416
22030	4.2720003
37140	4.4639997
37141	4.44
37142	4.4639997
59722	4.032
06112	4.032
06114	4.032
06117	4.032
06118	4.008
06119	4.0559998
06120	4.032
06160	4.032
06226	4.08
06231	4.08
50457	4.08
50458	4.032
50459	4.032
50460	4.032
35235	4.704
60188	4.104
35406	4.752
35441	4.8
60189	4.0559998
35442	4.776
60190	4.0559998
91324	5.592
91325	5.472
70528	4.92
70529	4.92
80521	4.488
70531	4.896
75208	4.896
70532	4.92
75209	4.968
70533	5.016
70534	4.896
75210	4.872
80524	4.512
70535	4.896
70537	4.848
75211	4.92
80525	4.584
75212	4.896
70538	4.968
70541	4.92
80526	4.5360003
75214	4.92
70542	4.9440002
80528	4.584
80530	4.896
80532	4.5360003
70543	4.92
80534	4.8
75215	4.872
80535	4.44
70544	4.9440002
80536	4.4639997
70546	4.92
12487	4.0559998
12489	3.9840002
12490	3.936
12491	4.008
12492	3.936
14878	3.8639998
14879	3.8639998
14880	3.816
14881	3.768
14882	3.768
14883	3.84
14884	3.8639998
14885	3.912
14886	3.816
14889	3.84
14891	3.888
14892	3.8639998
14893	3.8639998
14894	3.888
14895	3.8639998
14897	3.8639998
14898	3.8639998
14901	3.816
14903	3.8639998
14904	3.84
14905	3.8639998
45249	4.176
45251	4.176
45252	4.176
45255	4.2
45301	4.128
45302	4.104
45303	4.152
45304	4.152
45305	4.176
45306	4.104
45307	4.176
45308	4.128
45309	4.176
45310	4.104
45311	4.152
45312	4.104
45314	4.176
45315	4.152
45316	4.152
45317	4.128
45318	4.152
45319	4.128
45320	4.2
45321	4.176
45322	4.152
45323	4.128
45324	4.128
45325	4.152
17075	3.96
17076	4.008
17077	4.0559998
17078	4.128
17080	4.008
17081	4.104
17082	3.9840002
17083	4.08
17084	3.96
17086	4.032
17087	4.08
17088	4.08
17090	4.08
17093	4.08
17094	4.032
66541	4.4639997
68001	4.368
68002	4.2720003
68003	4.3440003
68004	4.2720003
68005	4.3440003
68007	4.296
68008	4.2720003
04609	3.8639998
04611	3.72
04612	3.912
04613	3.84
04614	3.8639998
04616	3.816
04617	3.888
04619	3.696
04622	3.7919998
02379	4.032
02382	4.032
02420	4.032
02421	4.0559998
02445	4.032
02446	4.032
02451	4.032
02452	4.0559998
02453	4.032
83349	4.6559997
98223	3.048
98224	3.2159998
98225	3.336
83350	4.6080003
98226	3.384
98229	3.2879999
83352	4.68
83353	4.488
83354	4.56
98230	3.3600001
98232	3.2159998
98233	3.2159998
98235	3.144
98236	3.336
83355	4.68
98237	3.2159998
98238	3.24
78373	5.112
78374	5.208
78375	5.2320004
78376	5.256
78377	5.016
78379	5.256
78380	5.208
78382	4.992
78383	5.112
78384	5.184
78385	5.136
78387	5.04
78389	5.04
78390	5.16
78391	5.112
78393	5.04
78401	5.112
78402	5.112
78404	5.112
78405	5.208
78406	5.184
78407	5.208
78408	5.208
78409	5.136
78410	5.088
78411	5.208
78412	5.16
78413	5.184
78414	5.208
78415	5.208
78416	5.184
78417	5.208
78418	5.256
78419	5.04
38567	4.416
38568	4.3919997
38569	4.3919997
38570	4.416
38571	4.3919997
38572	4.3919997
38573	4.3919997
38574	4.3919997
38575	4.368
38577	4.32
38578	4.416
38579	4.44
38580	4.3919997
38581	4.4639997
38582	4.368
38583	4.44
38585	4.44
38587	4.4639997
38588	4.3919997
38589	4.368
72338	4.632
52542	4.224
52573	4.224
52626	4.224
63005	4.3919997
63010	4.368
63011	4.368
63012	4.368
63013	4.368
63014	4.368
63015	4.368
63016	4.368
63017	4.368
74875	4.776
74878	4.848
74880	4.704
74881	4.8
74883	4.704
74884	4.776
74901	4.632
74902	4.6080003
74930	4.632
74931	4.6080003
74932	4.6559997
74935	4.632
74936	4.6559997
74937	4.584
74939	4.6080003
74940	4.632
74941	4.632
74942	4.6080003
74943	4.632
74944	4.632
74945	4.632
74946	4.632
74948	4.6080003
74949	4.5360003
74951	4.632
74953	4.6559997
74954	4.632
74955	4.6080003
74956	4.6080003
74957	4.56
74959	4.584
99714	2.448
99720	2.28
28746	4.56
28747	4.584
28748	4.5360003
28749	4.488
28751	4.4639997
28752	4.56
28786	4.5360003
28787	4.5360003
28789	4.56
91980	5.784
92003	5.4
85623	5.784
70517	4.896
70607	4.968
80654	4.9440002
75252	4.968
70611	4.8
75253	4.896
70615	4.848
75254	4.92
75270	4.896
70630	4.896
80701	4.9440002
80705	4.92
75287	4.9440002
75390	4.896
70631	4.9440002
80720	4.9440002
80721	4.776
98110	3.4320002
98112	3.336
83318	4.56
83320	4.56
98115	3.336
83321	4.6559997
83322	4.584
98116	3.4799998
83323	4.6080003
83324	4.68
98117	3.384
83325	4.632
98118	3.3600001
83327	4.584
23517	4.5360003
34110	5.376
54440	3.936
54441	3.912
54442	3.888
34112	5.304
54443	3.96
23518	4.512
54446	3.888
54447	3.912
34113	5.328
23523	4.512
23551	4.56
54448	3.888
34114	5.304
23601	4.512
34116	5.2320004
54449	3.912
34117	5.16
54450	3.936
92285	5.904
86047	5.6400003
86052	5.4240003
92301	6.0
92304	5.904
86053	5.592
92305	5.904
86054	5.4240003
86301	5.616
92307	5.952
86303	5.4960003
92308	5.976
92309	5.784
92310	5.952
86305	5.592
86313	5.616
86314	5.592
92311	5.904
86315	5.544
92313	5.4960003
92314	5.8799996
86320	5.52
86321	5.6640005
92315	5.7599998
92316	5.52
86322	5.4960003
92320	5.544
92321	5.6400003
92322	5.688
86323	5.6400003
22031	4.296
37143	4.44
59724	4.3440003
22032	4.296
37144	4.512
37145	4.416
22033	4.248
22035	4.2720003
43138	4.08
49601	3.84
49611	3.768
37146	4.44
49612	3.7919998
22039	4.296
49613	3.912
22041	4.296
49614	3.84
43140	4.128
43142	4.176
22042	4.32
37148	4.44
37149	4.44
49615	3.7440002
22043	4.2720003
43143	4.176
43144	4.104
22044	4.296
49616	3.84
44044	3.936
44045	3.888
23306	4.5360003
44046	3.936
23307	4.3919997
23308	4.488
44047	3.888
44048	3.888
44049	3.9840002
06232	4.0559998
06234	4.0559998
06235	4.0559998
06237	4.104
06238	4.08
06239	4.0559998
06241	4.032
06242	4.0559998
06243	4.0559998
06247	4.08
06248	4.08
06249	4.104
06250	4.08
06254	4.08
85335	5.8079996
85336	6.0
91326	5.592
91330	5.592
91331	5.592
85337	5.856
91335	5.448
91340	5.4960003
85338	5.856
91342	5.6640005
85339	5.832
91343	5.472
75216	4.896
80537	4.488
70548	4.896
70549	4.9440002
70550	4.9440002
70552	4.9440002
75217	4.872
70554	4.872
80538	4.3919997
75218	4.968
70555	4.9440002
70556	4.896
70558	4.9440002
80540	4.44
75219	4.968
70559	4.9440002
80542	4.632
80543	4.824
80544	4.56
75220	4.896
80545	4.6080003
80546	4.8
75223	4.872
80547	4.824
75224	4.92
80549	4.512
70560	4.92
19549	4.0559998
19550	4.08
19551	4.104
19554	4.08
19555	4.08
19559	4.0559998
19560	4.0559998
19562	4.104
19564	4.08
19565	4.0559998
19567	4.0559998
45326	4.128
45327	4.176
45328	4.152
45330	4.2
45331	4.176
45332	4.176
45333	4.128
45334	4.104
45335	4.176
45336	4.104
45337	4.152
45338	4.152
45339	4.128
45340	4.08
45341	4.128
45342	4.152
45344	4.152
45345	4.176
45346	4.176
45347	4.176
45348	4.152
45349	4.128
45350	4.152
17097	4.032
17098	4.032
17099	3.96
17101	4.0559998
17102	4.0559998
17103	4.08
17104	4.08
17109	4.08
17110	4.0559998
17111	4.032
17112	4.08
17113	4.032
17120	4.0559998
17201	4.104
17202	4.08
17210	4.0559998
17211	4.08
17212	4.104
17213	4.032
17214	4.176
17215	4.008
17217	4.032
17219	3.9840002
17220	4.0559998
17221	4.032
17222	4.152
17223	4.008
17224	4.08
17225	4.128
17228	4.0559998
17229	4.032
04623	3.7919998
04624	3.7440002
04625	3.7919998
04626	3.7440002
04627	3.768
04628	3.7440002
04629	3.768
04630	3.7440002
04631	3.768
04634	3.816
04635	3.84
04637	3.696
04640	3.84
04642	3.7919998
04643	3.768
04644	3.8639998
04645	3.9840002
98239	3.3600001
98240	3.336
98241	3.384
98243	3.4799998
98244	3.24
83401	4.44
98245	3.4080002
98247	3.2159998
98248	3.384
98249	3.312
98250	3.576
83402	4.416
98251	3.0960002
98252	3.024
98253	3.312
98255	3.144
98256	3.2879999
98257	3.3600001
78501	5.328
78503	5.4240003
78504	5.328
78516	5.376
78520	5.208
78521	5.304
78526	5.208
78535	5.328
78536	5.328
78537	5.328
78538	5.2799997
78539	5.3519998
78541	5.4
78542	5.256
78543	5.304
78545	5.4240003
78548	5.4
78549	5.304
78550	5.256
78552	5.256
78557	5.376
78558	5.304
78559	5.256
78560	5.4240003
24935	4.2720003
24938	4.2720003
24941	4.296
24944	4.152
24945	4.248
24946	4.176
24951	4.248
24954	4.176
24957	4.2720003
24962	4.248
24963	4.2720003
24966	4.152
14094	3.84
14098	3.912
14101	3.7919998
14102	3.7919998
14103	3.816
14105	3.8639998
14108	3.8639998
14109	3.912
14111	3.7440002
63019	4.3919997
63020	4.3919997
63021	4.368
63023	4.3919997
63025	4.3440003
63026	4.368
63028	4.3919997
63030	4.3919997
63031	4.296
63033	4.3440003
63034	4.3440003
63036	4.416
63037	4.368
63038	4.368
63039	4.3919997
63040	4.368
63041	4.3919997
63042	4.32
63043	4.3440003
63044	4.3440003
63045	4.368
63047	4.368
99721	2.448
99722	2.184
99723	2.424
99724	2.376
99726	2.52
99727	2.208
99729	2.448
99730	2.184
99732	2.1360002
99733	2.064
99734	2.424
99736	2.184
99737	2.184
99738	2.184
99739	2.16
99740	2.184
99741	2.424
99742	2.16
99743	2.76
99744	2.376
99745	2.448
99746	2.4
70632	4.968
80722	4.848
75401	4.848
70633	4.776
80723	4.896
80726	4.776
75402	4.848
80727	4.848
80728	4.824
75407	4.872
80729	4.8
75409	4.896
80731	4.8
80733	4.872
75410	4.848
75411	4.752
70634	4.824
70637	4.8
70638	4.824
75412	4.704
75413	4.848
70639	4.8
80734	4.776
70640	4.896
75414	4.872
75415	4.824
80735	4.9440002
70643	4.872
70644	4.824
75416	4.776
80736	4.752
23602	4.512
34119	5.256
23603	4.512
23604	4.488
34120	5.208
54451	3.888
23605	4.488
34134	5.4240003
23606	4.512
23607	4.44
34135	5.328
34137	5.208
54452	3.888
34138	5.256
54454	3.96
53549	4.008
61883	4.2
61884	4.248
53550	4.0559998
53551	4.032
53553	4.032
61910	4.248
53554	4.0559998
61911	4.2720003
53555	4.008
61912	4.248
53556	4.008
53557	3.9840002
61913	4.248
53558	3.9840002
61914	4.2720003
53559	4.008
61917	4.248
63839	4.6080003
63841	4.56
58401	3.888
58402	3.888
58405	3.8639998
63845	4.512
63846	4.5360003
48213	4.008
48214	4.008
48215	3.9840002
48216	4.008
86324	5.52
86325	5.4960003
92324	5.4960003
92325	5.7599998
92327	5.8799996
92328	5.832
92332	5.8799996
86326	5.472
92333	5.904
86327	5.592
92335	5.4960003
86329	5.544
86331	5.544
86332	5.6400003
92336	5.4960003
92337	5.4960003
92338	5.832
92339	5.928
92341	5.8799996
86333	5.688
92342	5.8799996
86334	5.616
86335	5.544
92344	6.0
86336	5.472
86337	5.616
86338	5.616
86343	5.688
86351	5.472
92345	5.904
92346	5.448
92347	5.8799996
92352	5.784
92354	5.472
86401	5.6400003
86403	5.7359996
92356	5.952
92358	5.832
92359	5.568
86404	5.784
92363	5.8799996
92364	5.784
43145	4.176
37150	4.416
37151	4.368
59725	4.32
37153	4.4639997
22046	4.2720003
49617	3.84
43146	4.152
49618	3.8639998
49619	3.816
22060	4.296
59727	4.296
49620	3.816
22066	4.248
59728	3.9840002
43147	4.08
49621	3.84
43148	4.08
43149	4.104
49622	3.816
43150	4.08
43151	4.176
49623	3.8639998
22730	4.368
22731	4.32
22732	4.368
49770	3.7919998
22733	4.3440003
49774	3.768
22734	4.32
49775	3.8639998
22735	4.296
44050	3.96
23310	4.56
23313	4.5360003
44052	4.032
23314	4.488
23315	4.5360003
44053	4.008
23316	4.56
44054	4.008
44055	4.008
23320	4.488
44056	3.912
44057	3.936
23321	4.488
44060	3.936
44062	3.936
44064	3.912
23322	4.512
44065	3.912
44067	3.888
44070	3.9840002
23323	4.488
44072	3.888
44074	3.9840002
06255	4.032
06256	4.0559998
06259	4.0559998
06260	4.032
06262	4.032
06263	4.032
06264	4.0559998
06266	4.08
06268	4.08
06269	4.0559998
06277	4.032
06278	4.0559998
06279	4.0559998
06280	4.0559998
06281	4.0559998
06282	4.032
06320	4.128
06330	4.08
06331	4.104
06332	4.0559998
06333	4.104
06334	4.08
06335	4.104
85340	5.832
85341	6.0
91344	5.52
91345	5.4960003
85342	5.7599998
85343	5.856
91350	5.592
91351	5.616
91352	5.52
91354	5.592
85344	5.8079996
91355	5.6640005
91356	5.52
85345	5.7599998
91360	5.472
91361	5.4960003
85346	5.832
91362	5.544
85347	5.8799996
91364	5.472
91367	5.448
91371	5.448
91377	5.52
85348	5.856
91381	5.6400003
85349	6.048
91384	5.6640005
91387	5.6640005
75225	4.896
70563	4.92
75226	4.896
80550	4.8
75227	4.896
80601	4.92
75228	4.896
70570	4.92
70575	4.9440002
70576	4.872
80602	4.9440002
70577	4.92
75229	4.896
80603	4.9440002
80610	4.824
80611	4.872
80612	4.752
70578	4.92
70580	4.896
75230	4.968
70581	4.92
80615	4.8
75231	4.92
80620	4.848
75232	4.92
75233	4.92
70582	4.92
80621	4.896
19601	4.08
19602	4.08
19604	4.0559998
19605	4.08
19606	4.104
19607	4.104
19608	4.104
19609	4.104
19610	4.08
19611	4.104
14877	3.888
12493	4.032
12494	4.008
12495	3.912
12496	3.9840002
12498	3.9840002
12501	4.032
12502	3.9840002
12503	3.9840002
12504	3.9840002
12507	4.008
12508	4.08
45351	4.128
45352	4.176
45353	4.104
45354	4.176
45356	4.128
45358	4.176
45359	4.128
45360	4.104
45361	4.152
45362	4.128
45363	4.104
45365	4.08
45368	4.152
45369	4.128
45370	4.176
45371	4.128
17233	4.032
17235	4.152
17236	4.104
17237	4.128
17238	4.0559998
17239	4.08
17240	4.08
17241	4.0559998
17243	3.96
17244	4.08
17246	4.08
17247	4.128
73527	5.04
73528	5.088
72076	4.6080003
72079	4.68
72080	4.56
73529	4.992
72081	4.584
84651	4.7279997
73530	5.16
72082	4.632
84652	4.9440002
04646	3.816
04648	3.768
04649	3.6720002
04650	3.888
04652	3.7919998
04653	3.816
03031	3.96
03032	3.936
03033	3.9840002
03034	3.9840002
83404	4.416
98258	3.0960002
99501	2.76
98260	3.24
98261	3.4799998
98262	3.4080002
98263	3.144
83406	4.416
98264	3.2159998
98266	3.1200001
98267	3.4080002
83420	4.128
83421	4.2
98270	3.1679997
83422	4.176
83423	4.248
83424	4.08
98271	3.2159998
83425	4.44
78561	5.304
78562	5.2799997
78563	5.2799997
78564	5.448
78565	5.4240003
78566	5.184
78567	5.304
78569	5.256
78570	5.2799997
78572	5.376
78573	5.376
78574	5.3519998
78575	5.208
78576	5.4
78577	5.3519998
78578	5.208
78579	5.3519998
78580	5.256
78582	5.376
78583	5.256
78584	5.4240003
78585	5.472
78586	5.256
78588	5.2799997
78589	5.328
78590	5.2320004
78591	5.4
14112	3.888
14113	3.768
14120	3.8639998
14125	3.84
14126	3.96
14127	3.7440002
18244	4.008
18245	4.008
18246	3.9840002
18248	3.9840002
18249	4.008
18250	4.008
18251	3.936
18252	4.032
18254	4.008
18255	3.9840002
63048	4.368
63049	4.368
63050	4.3919997
63051	4.3440003
63052	4.3919997
63053	4.368
63055	4.368
63056	4.3919997
63057	4.3919997
63060	4.3919997
63061	4.3919997
63068	4.368
63069	4.3440003
63070	4.3919997
63071	4.416
63072	4.3919997
63073	4.368
63074	4.3440003
63077	4.3919997
63079	4.416
63080	4.416
63084	4.368
63087	4.416
99747	2.088
99748	2.3040001
99749	2.16
99750	2.208
99751	2.424
99752	2.208
99753	2.208
99754	2.4
99755	2.448
99756	2.28
99757	2.28
70645	4.92
70646	4.92
75417	4.776
80737	4.776
80740	4.992
70647	4.872
80741	4.848
75418	4.848
80742	4.8
75420	4.848
75421	4.8
70648	4.848
80743	4.896
70650	4.872
70651	4.8
75422	4.848
80744	4.776
80745	4.776
80746	4.8
70652	4.824
80747	4.8
75423	4.848
80749	4.7279997
80750	4.896
75424	4.896
98119	3.4320002
98121	3.4320002
83328	4.6559997
98122	3.336
98125	3.336
83330	4.704
98126	3.4799998
98133	3.4320002
83332	4.68
98134	3.4799998
61919	4.248
53560	3.9840002
53561	3.96
61920	4.2720003
53562	4.032
53563	4.0559998
61924	4.248
61925	4.248
53565	4.0559998
61928	4.296
61929	4.2720003
61930	4.248
61931	4.2720003
61932	4.224
61933	4.2720003
61936	4.2720003
53566	4.0559998
53569	4.0559998
61937	4.2720003
53570	4.0559998
53571	4.008
53572	4.032
53573	4.008
53574	4.032
61938	4.2720003
61940	4.224
48217	3.96
48218	3.96
48219	3.9840002
48220	4.008
48221	4.008
48223	3.9840002
48224	3.9840002
48225	4.008
86406	5.784
92365	5.904
92368	5.928
86409	5.712
78056	5.016
95519	4.008
95521	3.96
95524	3.9840002
95525	4.44
95526	4.7279997
95527	4.68
95528	4.3919997
95531	4.104
95536	3.936
95537	3.96
95540	4.08
95542	4.68
95543	4.4639997
95545	4.704
95546	4.224
95547	4.152
95548	3.9840002
95549	4.5360003
95550	4.416
95551	3.96
95552	4.9440002
95553	4.632
95554	4.6080003
95555	4.3440003
95556	4.584
95558	4.632
95559	4.7279997
95560	4.6559997
95562	4.2720003
95563	4.68
22736	4.32
49776	3.816
22737	4.296
22738	4.368
49777	3.888
22740	4.296
22741	4.32
22742	4.32
22743	4.3440003
49779	3.84
22747	4.248
22749	4.2720003
49780	3.7919998
49781	3.7440002
49782	3.84
22801	4.3440003
22802	4.32
22807	4.3440003
49783	3.7440002
22810	4.2
22811	4.2720003
49788	3.7919998
49791	3.7440002
49793	3.768
22812	4.368
49795	3.816
49796	3.7919998
22815	4.248
22820	4.248
49799	3.816
22821	4.296
22824	4.248
49801	3.84
49802	3.84
23324	4.512
44076	3.888
23325	4.512
23336	4.368
23337	4.4639997
23347	4.5360003
44077	3.912
44080	3.936
44081	3.936
44082	3.8639998
23350	4.512
23354	4.488
23356	4.32
44084	3.888
23357	4.512
23358	4.44
06336	4.08
06339	4.128
